Chromosome,Region,Name,CenterOfPeak,Length,PeakShapeScore,P-value,5'gene,5'distance,3'gene,3'distance
NCTC8325 Genomic sequence,1231865..1232227,Peak,1232005,363,18.26208927,8.29E-75,SAOUHSC_01274,0,SAOUHSC_01275,106
NCTC8325 Genomic sequence,608456..608757,Peak,608619,302,18.25722522,9.06E-75,SAOUHSC_00616,0,SAOUHSC_00617,0
NCTC8325 Genomic sequence,1920982..1921288,Peak,1921122,307,18.25206362,9.96E-75,recX,70,SAOUHSC_02012,0
NCTC8325 Genomic sequence,1352585..1352928,Peak,1352725,344,18.16085238,5.27E-74,SAOUHSC_01411,1385,SAOUHSC_01412,0
NCTC8325 Genomic sequence,2184327..2184613,Peak,2184474,287,18.134498,8.51E-74,rho,36,SAOUHSC_02363,0
NCTC8325 Genomic sequence,357613..357905,Peak,357766,293,18.09457585,1.76E-73,SAOUHSC_00342,0,SAOUHSC_00344,0
NCTC8325 Genomic sequence,1252176..1252465,Peak,1252316,290,18.02799338,5.87E-73,SAOUHSC_01306,316,SAOUHSC_01307,0
NCTC8325 Genomic sequence,1428684..1428991,Peak,1428853,308,17.95310835,2.27E-72,asnC,1081,SAOUHSC_01472,0
NCTC8325 Genomic sequence,56645..57046,Peak,56785,402,17.93360023,3.22E-72,SAOUHSC_00053,0,SAOUHSC_00054,71
NCTC8325 Genomic sequence,1413937..1414230,Peak,1414077,294,17.93247024,3.29E-72,SAOUHSC_01454,2333,SAOUHSC_01455,0
NCTC8325 Genomic sequence,2627158..2627480,Peak,2627341,323,17.92226886,3.95E-72,SAOUHSC_02851,1013,SAOUHSC_02852,0
NCTC8325 Genomic sequence,631528..631938,Peak,631799,411,17.90750249,5.15E-72,SAOUHSC_00642,0,SAOUHSC_00643,0
NCTC8325 Genomic sequence,1798996..1799328,Peak,1799136,333,17.88465774,7.77E-72,SAOUHSC_01884,506,ribH,0
NCTC8325 Genomic sequence,1340539..1340818,Peak,1340679,280,17.83937688,1.75E-71,SAOUHSC_01397,0,SAOUHSC_01398,0
NCTC8325 Genomic sequence,280090..280370,Peak,280231,281,17.8389854,1.76E-71,SAOUHSC_00261,0,SAOUHSC_00262,1007
NCTC8325 Genomic sequence,376575..376857,Peak,376715,283,17.77957794,5.09E-71,SAOUHSC_00369,88,SAOUHSC_00370,0
NCTC8325 Genomic sequence,655636..656021,Peak,655776,386,17.75165046,8.37E-71,SAOUHSC_00668,0,SAOUHSC_00669,1282
NCTC8325 Genomic sequence,1056476..1056763,Peak,1056616,288,17.72393281,1.37E-70,SAOUHSC_01095,23,SAOUHSC_01096,58
NCTC8325 Genomic sequence,362565..362859,Peak,362723,295,17.72413493,1.37E-70,rpsR,820,SAOUHSC_00351,0
NCTC8325 Genomic sequence,1028601..1028935,Peak,1028796,335,17.68780304,2.60E-70,SAOUHSC_01063,344,SAOUHSC_01064,0
NCTC8325 Genomic sequence,1870663..1870958,Peak,1870803,296,17.66666706,3.79E-70,SAOUHSC_01964,51,SAOUHSC_01966,0
NCTC8325 Genomic sequence,385143..385454,Peak,385315,312,17.66648514,3.80E-70,SAOUHSC_00377,151,SAOUHSC_00378,0
NCTC8325 Genomic sequence,2000026..2000320,Peak,2000166,295,17.65501207,4.66E-70,SAOUHSC_02124,425,SAOUHSC_02125,0
NCTC8325 Genomic sequence,784132..784519,Peak,784380,388,17.57828694,1.81E-69,SAOUHSC_00800,0,secG,0
NCTC8325 Genomic sequence,1461245..1461528,Peak,1461384,284,17.55127454,2.91E-69,SAOUHSC_01510,882,SAOUHSC_01511,0
NCTC8325 Genomic sequence,2457902..2458195,Peak,2458042,294,17.46451801,1.34E-68,SAOUHSC_02674,0,SAOUHSC_02675,702
NCTC8325 Genomic sequence,1544885..1545179,Peak,1545040,295,17.42868525,2.50E-68,xseA,399,nusB,0
NCTC8325 Genomic sequence,2747351..2747632,Peak,2747494,282,17.42303055,2.76E-68,SAOUHSC_02980,395,SAOUHSC_02982,0
NCTC8325 Genomic sequence,2562882..2563238,Peak,2563099,357,17.39116333,4.81E-68,SAOUHSC_02789,1331,SAOUHSC_02790,0
NCTC8325 Genomic sequence,383253..383537,Peak,383398,285,17.38322457,5.53E-68,guaA,7,SAOUHSC_00376,0
NCTC8325 Genomic sequence,2247216..2247503,Peak,2247355,288,17.38025848,5.82E-68,SAOUHSC_02417,1336,SAOUHSC_02418,0
NCTC8325 Genomic sequence,533083..533453,Peak,533314,371,17.26668456,4.19E-67,SAOUHSC_00529,0,SAOUHSC_00530,0
NCTC8325 Genomic sequence,1873698..1873977,Peak,1873838,280,17.23761481,6.93E-67,SAOUHSC_01969,0,SAOUHSC_01971,509
NCTC8325 Genomic sequence,106214..106502,Peak,106363,289,17.21616988,1.00E-66,SAOUHSC_00101,0,SAOUHSC_00102,4
NCTC8325 Genomic sequence,177093..177419,Peak,177233,327,17.15749226,2.76E-66,SAOUHSC_00162,26,SAOUHSC_00163,0
NCTC8325 Genomic sequence,1091100..1091382,Peak,1091244,283,17.131166,4.35E-66,SAOUHSC_01141,0,SAOUHSC_01142,713
NCTC8325 Genomic sequence,1360420..1360715,Peak,1360560,296,17.0731958,1.18E-65,sucA,422,SAOUHSC_01419,0
NCTC8325 Genomic sequence,2014401..2014723,Peak,2014541,323,17.07031529,1.23E-65,SAOUHSC_02140,0,SAOUHSC_02141,0
NCTC8325 Genomic sequence,1635268..1635666,Peak,1635408,399,16.99925336,4.16E-65,SAOUHSC_01728,0,SAOUHSC_01729,0
NCTC8325 Genomic sequence,737365..737654,Peak,737515,290,16.99816011,4.24E-65,SAOUHSC_00754,0,SAOUHSC_00755,577
NCTC8325 Genomic sequence,1849777..1850119,Peak,1849982,343,16.97674512,6.10E-65,SAOUHSC_01944,885,SAOUHSC_01945,0
NCTC8325 Genomic sequence,1456837..1457126,Peak,1456977,290,16.94732641,1.01E-64,SAOUHSC_01502,156,SAOUHSC_01503,0
NCTC8325 Genomic sequence,448576..448877,Peak,448704,302,16.91381064,1.78E-64,SAOUHSC_00446,305,SAOUHSC_R0001,0
NCTC8325 Genomic sequence,1884325..1884612,Peak,1884473,288,16.90665232,2.01E-64,SAOUHSC_01978,623,SAOUHSC_01979,0
NCTC8325 Genomic sequence,398172..398460,Peak,398312,289,16.88930197,2.70E-64,SAOUHSC_00394,119,SAOUHSC_00395,0
NCTC8325 Genomic sequence,2524369..2524672,Peak,2524535,304,16.85981306,4.44E-64,SAOUHSC_02744,135,SAOUHSC_02745,0
NCTC8325 Genomic sequence,1440107..1440393,Peak,1440246,287,16.85563312,4.77E-64,SAOUHSC_01481,796,aroB,0
NCTC8325 Genomic sequence,2450054..2450343,Peak,2450193,290,16.83177469,7.14E-64,SAOUHSC_02664,0,SAOUHSC_02665,258
NCTC8325 Genomic sequence,1543200..1543538,Peak,1543339,339,16.81969665,8.75E-64,SAOUHSC_01619,44,xseA,0
NCTC8325 Genomic sequence,1429481..1429764,Peak,1429618,284,16.77004918,2.02E-63,asnC,1878,SAOUHSC_01472,0
NCTC8325 Genomic sequence,990714..991012,Peak,990873,299,16.7431005,3.18E-63,SAOUHSC_01018,157,SAOUHSC_01019,0
NCTC8325 Genomic sequence,657641..657926,Peak,657780,286,16.72189818,4.54E-63,SAOUHSC_00669,0,SAOUHSC_00670,10
NCTC8325 Genomic sequence,972243..972615,Peak,972476,373,16.70694961,5.83E-63,SAOUHSC_00998,183,SAOUHSC_00999,0
NCTC8325 Genomic sequence,1692048..1692344,Peak,1692205,297,16.67920832,9.28E-63,nrdR,1150,SAOUHSC_01794,0
NCTC8325 Genomic sequence,1518898..1519220,Peak,1519081,323,16.64355503,1.69E-62,SAOUHSC_01592,516,SAOUHSC_01593,0
NCTC8325 Genomic sequence,545609..545941,Peak,545805,333,16.60986661,2.96E-62,SAOUHSC_00541,0,SAOUHSC_00542,0
NCTC8325 Genomic sequence,2520356..2520646,Peak,2520496,291,16.53788015,9.79E-62,SAOUHSC_02739,1553,SAOUHSC_02740,0
NCTC8325 Genomic sequence,1007338..1007639,Peak,1007500,302,16.48539853,2.34E-61,def,92,SAOUHSC_01039,0
NCTC8325 Genomic sequence,870692..870970,Peak,870832,279,16.44754091,4.37E-61,SAOUHSC_00904,0,SAOUHSC_00905,877
NCTC8325 Genomic sequence,1263132..1263439,Peak,1263300,308,16.25559173,1.02E-59,SAOUHSC_01318,1339,SAOUHSC_01319,0
NCTC8325 Genomic sequence,2804734..2805018,Peak,2804874,285,16.23319524,1.47E-59,SAOUHSC_03032,0,SAOUHSC_03033,0
NCTC8325 Genomic sequence,2279506..2279788,Peak,2279646,283,16.2159992,1.94E-59,SAOUHSC_02454,425,SAOUHSC_02455,0
NCTC8325 Genomic sequence,1580970..1581246,Peak,1581108,277,16.12382549,8.68E-59,SAOUHSC_01666,103,SAOUHSC_01667,0
NCTC8325 Genomic sequence,1254236..1254549,Peak,1254410,314,16.12090876,9.10E-59,SAOUHSC_01310,0,SAOUHSC_01311,1064
NCTC8325 Genomic sequence,1907593..1908005,Peak,1907867,413,16.07683441,1.85E-58,SAOUHSC_R0003,1107,SAOUHSC_01997,0
NCTC8325 Genomic sequence,701498..701801,Peak,701662,304,16.07011167,2.07E-58,SAOUHSC_00716,114,SAOUHSC_00717,0
NCTC8325 Genomic sequence,1865529..1865903,Peak,1865764,375,16.04996227,2.86E-58,SAOUHSC_T00038,474,SAOUHSC_01958,0
NCTC8325 Genomic sequence,1300056..1300350,Peak,1300212,295,16.03539584,3.62E-58,SAOUHSC_01358,0,SAOUHSC_01359,1133
NCTC8325 Genomic sequence,1874025..1874364,Peak,1874163,340,15.96129795,1.19E-57,SAOUHSC_01969,270,SAOUHSC_01971,122
NCTC8325 Genomic sequence,2736747..2737070,Peak,2736933,324,15.92034021,2.29E-57,SAOUHSC_02974,0,SAOUHSC_02975,990
NCTC8325 Genomic sequence,337544..337849,Peak,337718,306,15.89216352,3.59E-57,SAOUHSC_00324,0,SAOUHSC_00325,30
NCTC8325 Genomic sequence,1889228..1889538,Peak,1889400,311,15.87397967,4.80E-57,SAOUHSC_01982,1786,fumC,0
NCTC8325 Genomic sequence,2602034..2602313,Peak,2602174,280,15.86781403,5.29E-57,SAOUHSC_02822,147,SAOUHSC_02823,90
NCTC8325 Genomic sequence,1774518..1774862,Peak,1774723,345,15.76092214,2.89E-56,SAOUHSC_01866,1260,SAOUHSC_01867,0
NCTC8325 Genomic sequence,394984..395298,Peak,395159,315,15.75035008,3.42E-56,SAOUHSC_00391,167,SAOUHSC_00392,0
NCTC8325 Genomic sequence,2731501..2731918,Peak,2731640,418,15.69062949,8.77E-56,SAOUHSC_02968,1257,SAOUHSC_02969,0
NCTC8325 Genomic sequence,70307..70628,Peak,70446,322,15.67697016,1.09E-55,SAOUHSC_00064,0,SAOUHSC_00065,144
NCTC8325 Genomic sequence,226376..226661,Peak,226515,286,15.67429796,1.13E-55,SAOUHSC_00202,111,SAOUHSC_00203,0
NCTC8325 Genomic sequence,597757..598054,Peak,597896,298,15.64544215,1.78E-55,SAOUHSC_00605,0,SAOUHSC_00606,0
NCTC8325 Genomic sequence,673483..673791,Peak,673653,309,15.55386553,7.49E-55,SAOUHSC_00687,653,SAOUHSC_00688,0
NCTC8325 Genomic sequence,775757..776062,Peak,775923,306,15.54827129,8.17E-55,SAOUHSC_00793,279,SAOUHSC_00794,56
NCTC8325 Genomic sequence,2559712..2559997,Peak,2559859,286,15.53347001,1.03E-54,SAOUHSC_02785,1080,SAOUHSC_02786,0
NCTC8325 Genomic sequence,609285..609686,Peak,609547,402,15.50906685,1.51E-54,SAOUHSC_00617,69,SAOUHSC_00618,0
NCTC8325 Genomic sequence,289932..290350,Peak,290072,419,15.49150129,1.98E-54,SAOUHSC_00269,15,SAOUHSC_00270,0
NCTC8325 Genomic sequence,2212970..2213375,Peak,2213236,406,15.48129571,2.32E-54,SAOUHSC_02391,756,SAOUHSC_02393,0
NCTC8325 Genomic sequence,491717..492048,Peak,491857,332,15.47314971,2.63E-54,lysS,149,SAOUHSC_R00016,76
NCTC8325 Genomic sequence,1572411..1572706,Peak,1572568,296,15.42505331,5.55E-54,SAOUHSC_01658,1293,SAOUHSC_01659,0
NCTC8325 Genomic sequence,2377517..2377810,Peak,2377672,294,15.41236179,6.76E-54,SAOUHSC_02584,291,SAOUHSC_02585,0
NCTC8325 Genomic sequence,1163080..1163361,Peak,1163222,282,15.39619739,8.68E-54,rplS,1188,SAOUHSC_01213,0
NCTC8325 Genomic sequence,2293172..2293439,Peak,2293311,268,15.38603773,1.02E-53,SAOUHSC_02469,0,SAOUHSC_02470,0
NCTC8325 Genomic sequence,1887432..1887834,Peak,1887570,403,15.33397479,2.27E-53,SAOUHSC_01982,0,fumC,69
NCTC8325 Genomic sequence,1597316..1597612,Peak,1597474,297,15.30502593,3.54E-53,SAOUHSC_01685,1166,SAOUHSC_01686,0
NCTC8325 Genomic sequence,687036..687453,Peak,687314,418,15.30012847,3.82E-53,SAOUHSC_00701,427,SAOUHSC_00702,0
NCTC8325 Genomic sequence,627473..627803,Peak,627613,331,15.28765354,4.62E-53,SAOUHSC_00638,0,SAOUHSC_00639,122
NCTC8325 Genomic sequence,2449512..2449832,Peak,2449651,321,15.27350303,5.74E-53,SAOUHSC_02664,0,SAOUHSC_02665,769
NCTC8325 Genomic sequence,1805957..1806319,Peak,1806096,363,15.23987281,9.61E-53,SAOUHSC_01893,0,SAOUHSC_01894,0
NCTC8325 Genomic sequence,98..380,Peak,238,283,15.17797423,2.47E-52,,,dnaA,136
NCTC8325 Genomic sequence,2223070..2223374,Peak,2223210,305,15.08814469,9.69E-52,SAOUHSC_02401,0,SAOUHSC_02402,0
NCTC8325 Genomic sequence,1047530..1047856,Peak,1047717,327,15.08349876,1.04E-51,SAOUHSC_01085,0,SAOUHSC_01086,419
NCTC8325 Genomic sequence,716054..716347,Peak,716194,294,14.98991822,4.27E-51,SAOUHSC_00730,13,SAOUHSC_00731,0
NCTC8325 Genomic sequence,422067..422398,Peak,422259,332,14.88513406,2.06E-50,SAOUHSC_00420,0,SAOUHSC_00421,0
NCTC8325 Genomic sequence,1304551..1304951,Peak,1304812,401,14.79104157,8.37E-50,SAOUHSC_01359,544,SAOUHSC_01360,0
NCTC8325 Genomic sequence,2115390..2115750,Peak,2115611,361,14.77321877,1.09E-49,SAOUHSC_02283,0,SAOUHSC_02284,0
NCTC8325 Genomic sequence,615077..615361,Peak,615222,285,14.77345968,1.09E-49,SAOUHSC_00625,0,SAOUHSC_00626,1956
NCTC8325 Genomic sequence,2090895..2091309,Peak,2091034,415,14.76698451,1.20E-49,SAOUHSC_02256,1240,SAOUHSC_02257,0
NCTC8325 Genomic sequence,1209191..1209488,Peak,1209331,298,14.76168367,1.29E-49,SAOUHSC_01254,0,SAOUHSC_01255,0
NCTC8325 Genomic sequence,1143152..1143436,Peak,1143297,285,14.73500119,1.92E-49,SAOUHSC_01190,558,rpmB,0
NCTC8325 Genomic sequence,1147854..1148131,Peak,1147994,278,14.6978558,3.33E-49,SAOUHSC_01194,0,SAOUHSC_01196,0
NCTC8325 Genomic sequence,1181575..1181870,Peak,1181731,296,14.69593474,3.42E-49,SAOUHSC_01230,953,SAOUHSC_01233,0
NCTC8325 Genomic sequence,979068..979367,Peak,979208,300,14.66326688,5.54E-49,SAOUHSC_01005,1612,SAOUHSC_01007,0
NCTC8325 Genomic sequence,78357..78691,Peak,78553,335,14.63630481,8.24E-49,SAOUHSC_00071,921,SAOUHSC_00072,0
NCTC8325 Genomic sequence,1667642..1667955,Peak,1667816,314,14.53005169,3.91E-48,SAOUHSC_01766,1978,valS,0
NCTC8325 Genomic sequence,1977676..1977976,Peak,1977837,301,14.51126438,5.14E-48,SAOUHSC_02103,0,SAOUHSC_02104,666
NCTC8325 Genomic sequence,2296655..2296939,Peak,2296800,285,14.44454593,1.36E-47,SAOUHSC_02472,65,SAOUHSC_02473,0
NCTC8325 Genomic sequence,1746068..1746402,Peak,1746263,335,14.43517819,1.55E-47,SAOUHSC_01839,138,SAOUHSC_01840,0
NCTC8325 Genomic sequence,2378706..2378990,Peak,2378851,285,14.41956509,1.95E-47,SAOUHSC_02585,403,SAOUHSC_02587,0
NCTC8325 Genomic sequence,1658295..1658635,Peak,1658496,341,14.39529782,2.77E-47,obgE,78,rpmA,0
NCTC8325 Genomic sequence,29650..29930,Peak,29791,281,14.37486749,3.72E-47,SAOUHSC_00023,62,SAOUHSC_00024,46
NCTC8325 Genomic sequence,1632861..1633261,Peak,1633001,401,14.33176591,6.93E-47,SAOUHSC_01724,1481,SAOUHSC_01726,0
NCTC8325 Genomic sequence,1295372..1295750,Peak,1295611,379,14.31948971,8.27E-47,SAOUHSC_01352,0,SAOUHSC_01353,976
NCTC8325 Genomic sequence,1238096..1238429,Peak,1238290,334,14.30647948,9.97E-47,miaA,0,SAOUHSC_01281,210
NCTC8325 Genomic sequence,1567700..1568013,Peak,1567879,314,14.25892164,1.97E-46,SAOUHSC_01652,681,SAOUHSC_01653,0
NCTC8325 Genomic sequence,1602086..1602476,Peak,1602339,391,14.24232089,2.50E-46,holA,709,SAOUHSC_01691,0
NCTC8325 Genomic sequence,518986..519264,Peak,519125,279,14.23809861,2.66E-46,rplK,0,rplA,22
NCTC8325 Genomic sequence,1242384..1242770,Peak,1242631,387,14.23781116,2.67E-46,SAOUHSC_01284,205,SAOUHSC_01285,0
NCTC8325 Genomic sequence,410452..410762,Peak,410623,311,14.22982466,2.99E-46,SAOUHSC_00408,398,SAOUHSC_00409,0
NCTC8325 Genomic sequence,2442841..2443188,Peak,2443049,348,14.03884208,4.51E-45,SAOUHSC_02657,1112,SAOUHSC_02658,0
NCTC8325 Genomic sequence,1019947..1020235,Peak,1020096,289,14.03242107,4.94E-45,SAOUHSC_01051,0,SAOUHSC_01053,0
NCTC8325 Genomic sequence,1061650..1061971,Peak,1061790,322,14.02419264,5.54E-45,SAOUHSC_01099,0,SAOUHSC_01100,0
NCTC8325 Genomic sequence,2512017..2512364,Peak,2512233,348,13.99431597,8.44E-45,SAOUHSC_02731,0,SAOUHSC_02732,619
NCTC8325 Genomic sequence,902931..903244,Peak,903105,314,13.98324047,9.87E-45,SAOUHSC_00930,0,SAOUHSC_00931,406
NCTC8325 Genomic sequence,2418175..2418468,Peak,2418329,294,13.97108514,1.17E-44,SAOUHSC_02628,1569,SAOUHSC_02629,0
NCTC8325 Genomic sequence,2583235..2583543,Peak,2583405,309,13.88274215,4.03E-44,SAOUHSC_02802,2602,SAOUHSC_02803,0
NCTC8325 Genomic sequence,2441301..2441597,Peak,2441458,297,13.86587015,5.10E-44,SAOUHSC_02655,252,SAOUHSC_02656,0
NCTC8325 Genomic sequence,1696902..1697274,Peak,1697042,373,13.8084955,1.13E-43,SAOUHSC_01797,442,SAOUHSC_01798,0
NCTC8325 Genomic sequence,925506..925786,Peak,925647,281,13.7552974,2.37E-43,SAOUHSC_00951,0,SAOUHSC_00952,0
NCTC8325 Genomic sequence,667526..667846,Peak,667707,321,13.72667974,3.51E-43,SAOUHSC_00679,0,SAOUHSC_00680,257
NCTC8325 Genomic sequence,1623903..1624191,Peak,1624055,289,13.62386846,1.44E-42,SAOUHSC_01718,6,SAOUHSC_01719,0
NCTC8325 Genomic sequence,762925..763224,Peak,763065,300,13.61933402,1.54E-42,uvrA,416,SAOUHSC_00781,0
NCTC8325 Genomic sequence,864469..864777,Peak,864609,309,13.56795484,3.10E-42,SAOUHSC_00898,1154,SAOUHSC_00899,0
NCTC8325 Genomic sequence,519869..520178,Peak,520040,310,13.52681048,5.43E-42,rplA,0,rplJ,72
NCTC8325 Genomic sequence,1041689..1042022,Peak,1041829,334,13.49224075,8.69E-42,SAOUHSC_01077,0,SAOUHSC_01078,0
NCTC8325 Genomic sequence,789064..789426,Peak,789204,363,13.4877825,9.23E-42,smpB,856,SAOUHSC_00806,102
NCTC8325 Genomic sequence,2534335..2534582,Peak,2534448,248,13.43342007,1.93E-41,SAOUHSC_02756,34,SAOUHSC_02757,0
NCTC8325 Genomic sequence,2510589..2510925,Peak,2510786,337,13.35728343,5.37E-41,SAOUHSC_02729,0,SAOUHSC_02731,0
NCTC8325 Genomic sequence,1026995..1027412,Peak,1027273,418,13.35714259,5.38E-41,SAOUHSC_01062,278,SAOUHSC_01063,0
NCTC8325 Genomic sequence,1540001..1540295,Peak,1540156,295,13.35038093,5.89E-41,SAOUHSC_01614,664,SAOUHSC_01615,0
NCTC8325 Genomic sequence,1048111..1048403,Peak,1048250,293,13.33181599,7.56E-41,SAOUHSC_01085,0,SAOUHSC_01086,0
NCTC8325 Genomic sequence,637924..638277,Peak,638138,354,13.32630631,8.14E-41,SAOUHSC_00647,0,SAOUHSC_00648,54
NCTC8325 Genomic sequence,104328..104619,Peak,104467,292,13.29775162,1.19E-40,SAOUHSC_00099,0,SAOUHSC_00100,0
NCTC8325 Genomic sequence,2806881..2807296,Peak,2807020,416,13.29280817,1.27E-40,SAOUHSC_03034,0,SAOUHSC_03035,0
NCTC8325 Genomic sequence,1661874..1662239,Peak,1662100,366,13.28598222,1.40E-40,SAOUHSC_01760,514,SAOUHSC_01761,0
NCTC8325 Genomic sequence,1016379..1016725,Peak,1016587,347,13.20659495,4.02E-40,SAOUHSC_01048,0,SAOUHSC_01049,405
NCTC8325 Genomic sequence,179002..179341,Peak,179202,340,13.14562194,9.02E-40,SAOUHSC_00164,0,SAOUHSC_00166,0
NCTC8325 Genomic sequence,1435426..1435725,Peak,1435564,300,13.14464142,9.13E-40,SAOUHSC_01476,919,SAOUHSC_01477,0
NCTC8325 Genomic sequence,802242..802526,Peak,802382,285,13.13041291,1.10E-39,SAOUHSC_00820,250,SAOUHSC_00821,0
NCTC8325 Genomic sequence,717666..717959,Peak,717822,294,13.11459189,1.36E-39,SAOUHSC_00732,0,SAOUHSC_00733,1026
NCTC8325 Genomic sequence,2359604..2359945,Peak,2359806,342,13.07983413,2.15E-39,SAOUHSC_02569,196,SAOUHSC_02570,0
NCTC8325 Genomic sequence,1814765..1815044,Peak,1814905,280,13.07621412,2.25E-39,SAOUHSC_01905,0,SAOUHSC_01907,447
NCTC8325 Genomic sequence,1275597..1275937,Peak,1275737,341,12.99703891,6.36E-39,SAOUHSC_01332,918,SAOUHSC_01333,0
NCTC8325 Genomic sequence,995427..995761,Peak,995624,335,12.85484755,4.04E-38,SAOUHSC_01025,0,SAOUHSC_01026,438
NCTC8325 Genomic sequence,1138460..1138788,Peak,1138599,329,12.8446665,4.61E-38,SAOUHSC_01187,0,SAOUHSC_01188,1636
NCTC8325 Genomic sequence,976738..977057,Peak,976918,320,12.76158401,1.34E-37,SAOUHSC_01002,171,SAOUHSC_01003,0
NCTC8325 Genomic sequence,2263891..2264161,Peak,2264030,271,12.75743809,1.42E-37,SAOUHSC_02436,0,SAOUHSC_02437,275
NCTC8325 Genomic sequence,2292768..2293071,Peak,2292908,304,12.75112036,1.54E-37,SAOUHSC_02468,39,SAOUHSC_02469,0
NCTC8325 Genomic sequence,848402..848796,Peak,848657,395,12.73680936,1.85E-37,SAOUHSC_00882,457,SAOUHSC_00883,0
NCTC8325 Genomic sequence,2721195..2721486,Peak,2721325,292,12.643958,6.04E-37,SAOUHSC_02960,0,SAOUHSC_02961,0
NCTC8325 Genomic sequence,1273794..1274134,Peak,1273995,341,12.6034028,1.01E-36,SAOUHSC_01331,52,SAOUHSC_01332,0
NCTC8325 Genomic sequence,1487945..1488236,Peak,1488110,292,12.58986515,1.20E-36,SAOUHSC_01538,241,SAOUHSC_01539,0
NCTC8325 Genomic sequence,2358949..2359238,Peak,2359099,290,12.58940024,1.21E-36,SAOUHSC_02568,348,SAOUHSC_02569,0
NCTC8325 Genomic sequence,1776033..1776389,Peak,1776250,357,12.54684319,2.07E-36,SAOUHSC_01867,1311,SAOUHSC_01868,0
NCTC8325 Genomic sequence,331145..331443,Peak,331309,299,12.53819417,2.31E-36,SAOUHSC_00316,0,SAOUHSC_00317,0
NCTC8325 Genomic sequence,1137889..1138216,Peak,1138077,328,12.52836168,2.61E-36,SAOUHSC_01186,0,SAOUHSC_01187,0
NCTC8325 Genomic sequence,468717..469003,Peak,468877,287,12.52410904,2.76E-36,SAOUHSC_00468,0,SAOUHSC_00469,0
NCTC8325 Genomic sequence,1418319..1418631,Peak,1418492,313,12.47837279,4.90E-36,SAOUHSC_01459,1073,SAOUHSC_01460,0
NCTC8325 Genomic sequence,812645..812969,Peak,812830,325,12.46036744,6.14E-36,SAOUHSC_00841,0,SAOUHSC_00842,150
NCTC8325 Genomic sequence,1406064..1406374,Peak,1406204,311,12.4599012,6.18E-36,SAOUHSC_01447,1365,SAOUHSC_01448,0
NCTC8325 Genomic sequence,2304012..2304343,Peak,2304205,332,12.45632168,6.46E-36,cbiO,325,rplQ,0
NCTC8325 Genomic sequence,318666..318958,Peak,318820,293,12.45425459,6.63E-36,SAOUHSC_00301,1198,SAOUHSC_00302,0
NCTC8325 Genomic sequence,380010..380306,Peak,380168,297,12.44381587,7.56E-36,SAOUHSC_00373,0,SAOUHSC_00374,0
NCTC8325 Genomic sequence,2743179..2743475,Peak,2743336,297,12.43985766,7.94E-36,SAOUHSC_02976,2213,SAOUHSC_02978,0
NCTC8325 Genomic sequence,2533761..2534031,Peak,2533897,271,12.43161491,8.80E-36,SAOUHSC_02755,81,SAOUHSC_02756,2
NCTC8325 Genomic sequence,1690843..1691156,Peak,1691017,314,12.42846239,9.16E-36,SAOUHSC_01792,416,nrdR,0
NCTC8325 Genomic sequence,1451057..1451331,Peak,1451197,275,12.42605945,9.44E-36,SAOUHSC_01495,606,cmk,0
NCTC8325 Genomic sequence,2655187..2655481,Peak,2655345,295,12.31961191,3.55E-35,SAOUHSC_02880,872,SAOUHSC_02881,0
NCTC8325 Genomic sequence,1199232..1199522,Peak,1199383,291,12.30030493,4.51E-35,rbfA,0,SAOUHSC_01248,0
NCTC8325 Genomic sequence,371785..372134,Peak,371925,350,12.28864818,5.21E-35,SAOUHSC_00364,532,SAOUHSC_00365,0
NCTC8325 Genomic sequence,332690..332968,Peak,332828,279,12.27410994,6.24E-35,SAOUHSC_00316,1426,SAOUHSC_00317,0
NCTC8325 Genomic sequence,1849049..1849325,Peak,1849185,277,12.27312535,6.31E-35,SAOUHSC_01944,157,SAOUHSC_01945,39
NCTC8325 Genomic sequence,996027..996382,Peak,996245,356,12.22389109,1.16E-34,SAOUHSC_01025,251,SAOUHSC_01026,0
NCTC8325 Genomic sequence,1771432..1771768,Peak,1771571,337,12.18390832,1.89E-34,SAOUHSC_01864,28,trmB,104
NCTC8325 Genomic sequence,952618..953014,Peak,952758,397,12.16075569,2.52E-34,SAOUHSC_00979,866,SAOUHSC_00980,0
NCTC8325 Genomic sequence,331807..332077,Peak,331969,271,12.15440205,2.72E-34,SAOUHSC_00316,543,SAOUHSC_00317,0
NCTC8325 Genomic sequence,1549159..1549474,Peak,1549298,316,12.13934175,3.27E-34,SAOUHSC_01625,980,SAOUHSC_01626,0
NCTC8325 Genomic sequence,1871737..1872025,Peak,1871886,289,12.11061295,4.64E-34,SAOUHSC_01964,1125,SAOUHSC_01966,0
NCTC8325 Genomic sequence,521843..522137,Peak,521998,295,12.10366526,5.05E-34,SAOUHSC_00523,0,rpoB,22
NCTC8325 Genomic sequence,1923013..1923356,Peak,1923217,344,12.10194256,5.16E-34,SAOUHSC_02013,175,SAOUHSC_02014,0
NCTC8325 Genomic sequence,2458645..2458977,Peak,2458838,333,12.10111898,5.21E-34,SAOUHSC_02674,4,SAOUHSC_02675,0
NCTC8325 Genomic sequence,306051..306334,Peak,306195,284,12.06211644,8.37E-34,SAOUHSC_00293,0,SAOUHSC_00294,776
